,Series_Reference,Period,Data_Value,Status Code,Type,Group,Description
272,CPIQ.SE9015PPCP,2024.03,0.045,FINAL,Percentage points contribution quarterly,Subgroup,Restaurant meals and ready-to-eat food
273,CPIQ.SE901IPCA,2024.03,5.39,FINAL,Index point contribution annual,Group,Food
274,CPIQ.SE901IPCP,2024.03,1.06,FINAL,Index point contribution quarterly,Group,Food
275,CPIQ.SE901PCCA,2024.03,11.0,FINAL,Percentage contribution annual,Group,Food
276,CPIQ.SE901PCCP,2024.03,13.3,FINAL,Percentage contribution quarterly,Group,Food
277,CPIQ.SE901PPCA,2024.03,0.439,FINAL,Percentage points contribution annual,Group,Food
278,CPIQ.SE901PPCP,2024.03,0.08,FINAL,Percentage points contribution quarterly,Group,Food
279,CPIQ.SE902,2024.03,1392.0,FINAL,Main CPI,Group,Alcoholic beverages and tobacco
280,CPIQ.SE9021,2024.03,1213.0,FINAL,Main CPI,Subgroup,Alcoholic beverages
281,CPIQ.SE902101,2024.03,1207.0,FINAL,Main CPI,Class,Beer
282,CPIQ.SE902101IPCA,2024.03,1.05,FINAL,Index point contribution annual,Class,Beer
283,CPIQ.SE902101IPCP,2024.03,0.2,FINAL,Index point contribution quarterly,Class,Beer
284,CPIQ.SE902101PCCA,2024.03,2.1,FINAL,Percentage contribution annual,Class,Beer
285,CPIQ.SE902101PCCP,2024.03,2.5,FINAL,Percentage contribution quarterly,Class,Beer
286,CPIQ.SE902101PPCA,2024.03,0.085,FINAL,Percentage points contribution annual,Class,Beer
287,CPIQ.SE902101PPCP,2024.03,0.015,FINAL,Percentage points contribution quarterly,Class,Beer
288,CPIQ.SE902102,2024.03,1173.0,FINAL,Main CPI,Class,Wine
289,CPIQ.SE902102IPCA,2024.03,0.32,FINAL,Index point contribution annual,Class,Wine
290,CPIQ.SE902102IPCP,2024.03,0.23,FINAL,Index point contribution quarterly,Class,Wine
291,CPIQ.SE902102PCCA,2024.03,0.6,FINAL,Percentage contribution annual,Class,Wine
292,CPIQ.SE902102PCCP,2024.03,2.8,FINAL,Percentage contribution quarterly,Class,Wine
293,CPIQ.SE902102PPCA,2024.03,0.026,FINAL,Percentage points contribution annual,Class,Wine
294,CPIQ.SE902102PPCP,2024.03,0.017,FINAL,Percentage points contribution quarterly,Class,Wine
295,CPIQ.SE902103,2024.03,1275.0,FINAL,Main CPI,Class,Spirits and liqueurs
296,CPIQ.SE902103IPCA,2024.03,1.04,FINAL,Index point contribution annual,Class,Spirits and liqueurs
297,CPIQ.SE902103IPCP,2024.03,0.06,FINAL,Index point contribution quarterly,Class,Spirits and liqueurs
298,CPIQ.SE902103PCCA,2024.03,2.1,FINAL,Percentage contribution annual,Class,Spirits and liqueurs
299,CPIQ.SE902103PCCP,2024.03,0.8,FINAL,Percentage contribution quarterly,Class,Spirits and liqueurs
300,CPIQ.SE902103PPCA,2024.03,0.085,FINAL,Percentage points contribution annual,Class,Spirits and liqueurs
301,CPIQ.SE902103PPCP,2024.03,0.005,FINAL,Percentage points contribution quarterly,Class,Spirits and liqueurs
302,CPIQ.SE9021IPCA,2024.03,2.41,FINAL,Index point contribution annual,Subgroup,Alcoholic beverages
303,CPIQ.SE9021IPCP,2024.03,0.49,FINAL,Index point contribution quarterly,Subgroup,Alcoholic beverages
304,CPIQ.SE9021PCCA,2024.03,4.9,FINAL,Percentage contribution annual,Subgroup,Alcoholic beverages
305,CPIQ.SE9021PCCP,2024.03,6.1,FINAL,Percentage contribution quarterly,Subgroup,Alcoholic beverages
306,CPIQ.SE9021PPCA,2024.03,0.196,FINAL,Percentage points contribution annual,Subgroup,Alcoholic beverages
307,CPIQ.SE9021PPCP,2024.03,0.037,FINAL,Percentage points contribution quarterly,Subgroup,Alcoholic beverages
308,CPIQ.SE9022,2024.03,1694.0,FINAL,Main CPI,Subgroup,Cigarettes and tobacco
309,CPIQ.SE902200,2024.03,1694.0,FINAL,Main CPI,Class,Cigarettes and tobacco
310,CPIQ.SE902200IPCA,2024.03,3.94,FINAL,Index point contribution annual,Class,Cigarettes and tobacco
311,CPIQ.SE902200IPCP,2024.03,2.55,FINAL,Index point contribution quarterly,Class,Cigarettes and tobacco
312,CPIQ.SE902200PCCA,2024.03,8.0,FINAL,Percentage contribution annual,Class,Cigarettes and tobacco
313,CPIQ.SE902200PCCP,2024.03,32.1,FINAL,Percentage contribution quarterly,Class,Cigarettes and tobacco
314,CPIQ.SE902200PPCA,2024.03,0.32,FINAL,Percentage points contribution annual,Class,Cigarettes and tobacco
315,CPIQ.SE902200PPCP,2024.03,0.193,FINAL,Percentage points contribution quarterly,Class,Cigarettes and tobacco
316,CPIQ.SE9022IPCA,2024.03,3.94,FINAL,Index point contribution annual,Subgroup,Cigarettes and tobacco
317,CPIQ.SE9022IPCP,2024.03,2.55,FINAL,Index point contribution quarterly,Subgroup,Cigarettes and tobacco
318,CPIQ.SE9022PCCA,2024.03,8.0,FINAL,Percentage contribution annual,Subgroup,Cigarettes and tobacco
319,CPIQ.SE9022PCCP,2024.03,32.1,FINAL,Percentage contribution quarterly,Subgroup,Cigarettes and tobacco
320,CPIQ.SE9022PPCA,2024.03,0.32,FINAL,Percentage points contribution annual,Subgroup,Cigarettes and tobacco
321,CPIQ.SE9022PPCP,2024.03,0.193,FINAL,Percentage points contribution quarterly,Subgroup,Cigarettes and tobacco
322,CPIQ.SE902IPCA,2024.03,6.35,FINAL,Index point contribution annual,Group,Alcoholic beverages and tobacco
323,CPIQ.SE902IPCP,2024.03,3.04,FINAL,Index point contribution quarterly,Group,Alcoholic beverages and tobacco
324,CPIQ.SE902PCCA,2024.03,12.9,FINAL,Percentage contribution annual,Group,Alcoholic beverages and tobacco
325,CPIQ.SE902PCCP,2024.03,38.2,FINAL,Percentage contribution quarterly,Group,Alcoholic beverages and tobacco
326,CPIQ.SE902PPCA,2024.03,0.516,FINAL,Percentage points contribution annual,Group,Alcoholic beverages and tobacco
327,CPIQ.SE902PPCP,2024.03,0.229,FINAL,Percentage points contribution quarterly,Group,Alcoholic beverages and tobacco
328,CPIQ.SE903,2024.03,1077.0,FINAL,Main CPI,Group,Clothing and footwear
329,CPIQ.SE9031,2024.03,1080.0,FINAL,Main CPI,Subgroup,Clothing
330,CPIQ.SE903102,2024.03,1110.0,FINAL,Main CPI,Class,Men's clothing
331,CPIQ.SE903102IPCA,2024.03,0.48,FINAL,Index point contribution annual,Class,Men's clothing
332,CPIQ.SE903102IPCP,2024.03,-0.01,FINAL,Index point contribution quarterly,Class,Men's clothing
333,CPIQ.SE903102PCCA,2024.03,1.0,FINAL,Percentage contribution annual,Class,Men's clothing
334,CPIQ.SE903102PCCP,2024.03,-0.1,FINAL,Percentage contribution quarterly,Class,Men's clothing
335,CPIQ.SE903102PPCA,2024.03,0.039,FINAL,Percentage points contribution annual,Class,Men's clothing
336,CPIQ.SE903102PPCP,2024.03,-0.001,FINAL,Percentage points contribution quarterly,Class,Men's clothing
337,CPIQ.SE903103,2024.03,1057.0,FINAL,Main CPI,Class,Women's clothing
338,CPIQ.SE903103IPCA,2024.03,1.38,FINAL,Index point contribution annual,Class,Women's clothing
339,CPIQ.SE903103IPCP,2024.03,0.05,FINAL,Index point contribution quarterly,Class,Women's clothing
340,CPIQ.SE903103PCCA,2024.03,2.8,FINAL,Percentage contribution annual,Class,Women's clothing
341,CPIQ.SE903103PCCP,2024.03,0.7,FINAL,Percentage contribution quarterly,Class,Women's clothing
342,CPIQ.SE903103PPCA,2024.03,0.112,FINAL,Percentage points contribution annual,Class,Women's clothing
343,CPIQ.SE903103PPCP,2024.03,0.004,FINAL,Percentage points contribution quarterly,Class,Women's clothing
344,CPIQ.SE903104,2024.03,1075.0,FINAL,Main CPI,Class,Children's and infants' clothing
345,CPIQ.SE903104IPCA,2024.03,0.0,FINAL,Index point contribution annual,Class,Children's and infants' clothing
346,CPIQ.SE903104IPCP,2024.03,0.01,FINAL,Index point contribution quarterly,Class,Children's and infants' clothing
347,CPIQ.SE903104PCCA,2024.03,0.0,FINAL,Percentage contribution annual,Class,Children's and infants' clothing
348,CPIQ.SE903104PCCP,2024.03,0.2,FINAL,Percentage contribution quarterly,Class,Children's and infants' clothing
349,CPIQ.SE903104PPCA,2024.03,0.0,FINAL,Percentage points contribution annual,Class,Children's and infants' clothing
350,CPIQ.SE903104PPCP,2024.03,0.001,FINAL,Percentage points contribution quarterly,Class,Children's and infants' clothing
351,CPIQ.SE903105,2024.03,991.0,FINAL,Main CPI,Class,Clothing accessories
352,CPIQ.SE903105IPCA,2024.03,0.02,FINAL,Index point contribution annual,Class,Clothing accessories
353,CPIQ.SE903105IPCP,2024.03,0.01,FINAL,Index point contribution quarterly,Class,Clothing accessories
354,CPIQ.SE903105PCCA,2024.03,0.0,FINAL,Percentage contribution annual,Class,Clothing accessories
355,CPIQ.SE903105PCCP,2024.03,0.2,FINAL,Percentage contribution quarterly,Class,Clothing accessories
356,CPIQ.SE903105PPCA,2024.03,0.001,FINAL,Percentage points contribution annual,Class,Clothing accessories
357,CPIQ.SE903105PPCP,2024.03,0.001,FINAL,Percentage points contribution quarterly,Class,Clothing accessories
358,CPIQ.SE903106,2024.03,1199.0,FINAL,Main CPI,Class,Knitting and sewing supplies
359,CPIQ.SE903106IPCA,2024.03,0.02,FINAL,Index point contribution annual,Class,Knitting and sewing supplies
360,CPIQ.SE903106IPCP,2024.03,0.0,FINAL,Index point contribution quarterly,Class,Knitting and sewing supplies
361,CPIQ.SE903106PCCA,2024.03,0.0,FINAL,Percentage contribution annual,Class,Knitting and sewing supplies
362,CPIQ.SE903106PCCP,2024.03,0.0,FINAL,Percentage contribution quarterly,Class,Knitting and sewing supplies
363,CPIQ.SE903106PPCA,2024.03,0.001,FINAL,Percentage points contribution annual,Class,Knitting and sewing supplies
364,CPIQ.SE903106PPCP,2024.03,0.0,FINAL,Percentage points contribution quarterly,Class,Knitting and sewing supplies
365,CPIQ.SE903107,2024.03,1310.0,FINAL,Main CPI,Class,Clothing services
366,CPIQ.SE903107IPCA,2024.03,0.04,FINAL,Index point contribution annual,Class,Clothing services
367,CPIQ.SE903107IPCP,2024.03,0.02,FINAL,Index point contribution quarterly,Class,Clothing services
368,CPIQ.SE903107PCCA,2024.03,0.1,FINAL,Percentage contribution annual,Class,Clothing services
369,CPIQ.SE903107PCCP,2024.03,0.2,FINAL,Percentage contribution quarterly,Class,Clothing services
370,CPIQ.SE903107PPCA,2024.03,0.004,FINAL,Percentage points contribution annual,Class,Clothing services
371,CPIQ.SE903107PPCP,2024.03,0.001,FINAL,Percentage points contribution quarterly,Class,Clothing services
372,CPIQ.SE9031IPCA,2024.03,1.93,FINAL,Index point contribution annual,Subgroup,Clothing
373,CPIQ.SE9031IPCP,2024.03,0.08,FINAL,Index point contribution quarterly,Subgroup,Clothing
374,CPIQ.SE9031PCCA,2024.03,3.9,FINAL,Percentage contribution annual,Subgroup,Clothing
375,CPIQ.SE9031PCCP,2024.03,1.1,FINAL,Percentage contribution quarterly,Subgroup,Clothing
376,CPIQ.SE9031PPCA,2024.03,0.157,FINAL,Percentage points contribution annual,Subgroup,Clothing
377,CPIQ.SE9031PPCP,2024.03,0.006,FINAL,Percentage points contribution quarterly,Subgroup,Clothing
378,CPIQ.SE9032,2024.03,1063.0,FINAL,Main CPI,Subgroup,Footwear
379,CPIQ.SE903202,2024.03,1072.0,FINAL,Main CPI,Class,Men's footwear
380,CPIQ.SE903202IPCA,2024.03,0.07,FINAL,Index point contribution annual,Class,Men's footwear
381,CPIQ.SE903202IPCP,2024.03,-0.02,FINAL,Index point contribution quarterly,Class,Men's footwear
382,CPIQ.SE903202PCCA,2024.03,0.1,FINAL,Percentage contribution annual,Class,Men's footwear
383,CPIQ.SE903202PCCP,2024.03,-0.2,FINAL,Percentage contribution quarterly,Class,Men's footwear
384,CPIQ.SE903202PPCA,2024.03,0.006,FINAL,Percentage points contribution annual,Class,Men's footwear
385,CPIQ.SE903202PPCP,2024.03,-0.001,FINAL,Percentage points contribution quarterly,Class,Men's footwear
386,CPIQ.SE903203,2024.03,1058.0,FINAL,Main CPI,Class,Women's footwear
387,CPIQ.SE903203IPCA,2024.03,-0.01,FINAL,Index point contribution annual,Class,Women's footwear
388,CPIQ.SE903203IPCP,2024.03,0.0,FINAL,Index point contribution quarterly,Class,Women's footwear
389,CPIQ.SE903203PCCA,2024.03,0.0,FINAL,Percentage contribution annual,Class,Women's footwear
390,CPIQ.SE903203PCCP,2024.03,0.0,FINAL,Percentage contribution quarterly,Class,Women's footwear
391,CPIQ.SE903203PPCA,2024.03,-0.001,FINAL,Percentage points contribution annual,Class,Women's footwear
392,CPIQ.SE903203PPCP,2024.03,0.0,FINAL,Percentage points contribution quarterly,Class,Women's footwear
393,CPIQ.SE903204,2024.03,1075.0,FINAL,Main CPI,Class,Children's and infants' footwear
394,CPIQ.SE903204IPCA,2024.03,-0.04,FINAL,Index point contribution annual,Class,Children's and infants' footwear
395,CPIQ.SE903204IPCP,2024.03,-0.02,FINAL,Index point contribution quarterly,Class,Children's and infants' footwear
396,CPIQ.SE903204PCCA,2024.03,-0.1,FINAL,Percentage contribution annual,Class,Children's and infants' footwear
397,CPIQ.SE903204PCCP,2024.03,-0.2,FINAL,Percentage contribution quarterly,Class,Children's and infants' footwear
398,CPIQ.SE903204PPCA,2024.03,-0.003,FINAL,Percentage points contribution annual,Class,Children's and infants' footwear
399,CPIQ.SE903204PPCP,2024.03,-0.001,FINAL,Percentage points contribution quarterly,Class,Children's and infants' footwear
400,CPIQ.SE9032IPCA,2024.03,0.02,FINAL,Index point contribution annual,Subgroup,Footwear
401,CPIQ.SE9032IPCP,2024.03,-0.04,FINAL,Index point contribution quarterly,Subgroup,Footwear
402,CPIQ.SE9032PCCA,2024.03,0.0,FINAL,Percentage contribution annual,Subgroup,Footwear
403,CPIQ.SE9032PCCP,2024.03,-0.5,FINAL,Percentage contribution quarterly,Subgroup,Footwear
404,CPIQ.SE9032PPCA,2024.03,0.002,FINAL,Percentage points contribution annual,Subgroup,Footwear
405,CPIQ.SE9032PPCP,2024.03,-0.003,FINAL,Percentage points contribution quarterly,Subgroup,Footwear
406,CPIQ.SE903IPCA,2024.03,1.96,FINAL,Index point contribution annual,Group,Clothing and footwear
407,CPIQ.SE903IPCP,2024.03,0.05,FINAL,Index point contribution quarterly,Group,Clothing and footwear
408,CPIQ.SE903PCCA,2024.03,4.0,FINAL,Percentage contribution annual,Group,Clothing and footwear
409,CPIQ.SE903PCCP,2024.03,0.6,FINAL,Percentage contribution quarterly,Group,Clothing and footwear
410,CPIQ.SE903PPCA,2024.03,0.159,FINAL,Percentage points contribution annual,Group,Clothing and footwear
411,CPIQ.SE903PPCP,2024.03,0.004,FINAL,Percentage points contribution quarterly,Group,Clothing and footwear
412,CPIQ.SE904,2024.03,1357.0,FINAL,Main CPI,Group,Housing and household utilities
413,CPIQ.SE9041,2024.03,1259.0,FINAL,Main CPI,Subgroup,Actual rentals for housing
414,CPIQ.SE904101,2024.03,1259.0,FINAL,Main CPI,Class,Actual rentals for housing
415,CPIQ.SE904101IPCA,2024.03,5.43,FINAL,Index point contribution annual,Class,Actual rentals for housing
416,CPIQ.SE904101IPCP,2024.03,1.41,FINAL,Index point contribution quarterly,Class,Actual rentals for housing
417,CPIQ.SE904101PCCA,2024.03,11.0,FINAL,Percentage contribution annual,Class,Actual rentals for housing
418,CPIQ.SE904101PCCP,2024.03,17.7,FINAL,Percentage contribution quarterly,Class,Actual rentals for housing
419,CPIQ.SE904101PPCA,2024.03,0.441,FINAL,Percentage points contribution annual,Class,Actual rentals for housing
420,CPIQ.SE904101PPCP,2024.03,0.106,FINAL,Percentage points contribution quarterly,Class,Actual rentals for housing
421,CPIQ.SE9041IPCA,2024.03,5.43,FINAL,Index point contribution annual,Subgroup,Actual rentals for housing
422,CPIQ.SE9041IPCP,2024.03,1.41,FINAL,Index point contribution quarterly,Subgroup,Actual rentals for housing
423,CPIQ.SE9041PCCA,2024.03,11.0,FINAL,Percentage contribution annual,Subgroup,Actual rentals for housing
424,CPIQ.SE9041PCCP,2024.03,17.7,FINAL,Percentage contribution quarterly,Subgroup,Actual rentals for housing
425,CPIQ.SE9041PPCA,2024.03,0.441,FINAL,Percentage points contribution annual,Subgroup,Actual rentals for housing
426,CPIQ.SE9041PPCP,2024.03,0.106,FINAL,Percentage points contribution quarterly,Subgroup,Actual rentals for housing
427,CPIQ.SE9042,2024.03,1546.0,FINAL,Main CPI,Subgroup,Home ownership
428,CPIQ.SE904201,2024.03,1546.0,FINAL,Main CPI,Class,Purchase of housing
429,CPIQ.SE904201IPCA,2024.03,3.96,FINAL,Index point contribution annual,Class,Purchase of housing
430,CPIQ.SE904201IPCP,2024.03,1.03,FINAL,Index point contribution quarterly,Class,Purchase of housing
431,CPIQ.SE904201PCCA,2024.03,8.1,FINAL,Percentage contribution annual,Class,Purchase of housing
432,CPIQ.SE904201PCCP,2024.03,12.9,FINAL,Percentage contribution quarterly,Class,Purchase of housing
433,CPIQ.SE904201PPCA,2024.03,0.322,FINAL,Percentage points contribution annual,Class,Purchase of housing
434,CPIQ.SE904201PPCP,2024.03,0.078,FINAL,Percentage points contribution quarterly,Class,Purchase of housing
435,CPIQ.SE9042IPCA,2024.03,3.96,FINAL,Index point contribution annual,Subgroup,Home ownership
436,CPIQ.SE9042IPCP,2024.03,1.03,FINAL,Index point contribution quarterly,Subgroup,Home ownership
437,CPIQ.SE9042PCCA,2024.03,8.1,FINAL,Percentage contribution annual,Subgroup,Home ownership
438,CPIQ.SE9042PCCP,2024.03,12.9,FINAL,Percentage contribution quarterly,Subgroup,Home ownership
439,CPIQ.SE9042PPCA,2024.03,0.322,FINAL,Percentage points contribution annual,Subgroup,Home ownership
440,CPIQ.SE9042PPCP,2024.03,0.078,FINAL,Percentage points contribution quarterly,Subgroup,Home ownership
441,CPIQ.SE9043,2024.03,1305.0,FINAL,Main CPI,Subgroup,Property maintenance
442,CPIQ.SE904301,2024.03,1278.0,FINAL,Main CPI,Class,Property maintenance materials
443,CPIQ.SE904301IPCA,2024.03,0.24,FINAL,Index point contribution annual,Class,Property maintenance materials
444,CPIQ.SE904301IPCP,2024.03,0.01,FINAL,Index point contribution quarterly,Class,Property maintenance materials
445,CPIQ.SE904301PCCA,2024.03,0.5,FINAL,Percentage contribution annual,Class,Property maintenance materials
446,CPIQ.SE904301PCCP,2024.03,0.1,FINAL,Percentage contribution quarterly,Class,Property maintenance materials
447,CPIQ.SE904301PPCA,2024.03,0.019,FINAL,Percentage points contribution annual,Class,Property maintenance materials
448,CPIQ.SE904301PPCP,2024.03,0.001,FINAL,Percentage points contribution quarterly,Class,Property maintenance materials
449,CPIQ.SE904302,2024.03,1308.0,FINAL,Main CPI,Class,Property maintenance services
450,CPIQ.SE904302IPCA,2024.03,0.47,FINAL,Index point contribution annual,Class,Property maintenance services
451,CPIQ.SE904302IPCP,2024.03,0.0,FINAL,Index point contribution quarterly,Class,Property maintenance services
452,CPIQ.SE904302PCCA,2024.03,1.0,FINAL,Percentage contribution annual,Class,Property maintenance services
453,CPIQ.SE904302PCCP,2024.03,0.0,FINAL,Percentage contribution quarterly,Class,Property maintenance services
454,CPIQ.SE904302PPCA,2024.03,0.038,FINAL,Percentage points contribution annual,Class,Property maintenance services
455,CPIQ.SE904302PPCP,2024.03,0.0,FINAL,Percentage points contribution quarterly,Class,Property maintenance services
456,CPIQ.SE9043IPCA,2024.03,0.71,FINAL,Index point contribution annual,Subgroup,Property maintenance
457,CPIQ.SE9043IPCP,2024.03,0.01,FINAL,Index point contribution quarterly,Subgroup,Property maintenance
458,CPIQ.SE9043PCCA,2024.03,1.4,FINAL,Percentage contribution annual,Subgroup,Property maintenance
459,CPIQ.SE9043PCCP,2024.03,0.1,FINAL,Percentage contribution quarterly,Subgroup,Property maintenance
460,CPIQ.SE9043PPCA,2024.03,0.057,FINAL,Percentage points contribution annual,Subgroup,Property maintenance
461,CPIQ.SE9043PPCP,2024.03,0.0,FINAL,Percentage points contribution quarterly,Subgroup,Property maintenance
462,CPIQ.SE9044,2024.03,1467.0,FINAL,Main CPI,Subgroup,Property rates and related services
463,CPIQ.SE904401,2024.03,1377.0,FINAL,Main CPI,Class,Water supply
464,CPIQ.SE904401IPCA,2024.03,0.4,FINAL,Index point contribution annual,Class,Water supply
465,CPIQ.SE904401IPCP,2024.03,0.0,FINAL,Index point contribution quarterly,Class,Water supply
466,CPIQ.SE904401PCCA,2024.03,0.8,FINAL,Percentage contribution annual,Class,Water supply
467,CPIQ.SE904401PCCP,2024.03,0.0,FINAL,Percentage contribution quarterly,Class,Water supply
468,CPIQ.SE904401PPCA,2024.03,0.032,FINAL,Percentage points contribution annual,Class,Water supply
469,CPIQ.SE904401PPCP,2024.03,0.0,FINAL,Percentage points contribution quarterly,Class,Water supply
470,CPIQ.SE904402,2024.03,1416.0,FINAL,Main CPI,Class,Refuse disposal and recycling
471,CPIQ.SE904402IPCA,2024.03,0.12,FINAL,Index point contribution annual,Class,Refuse disposal and recycling
472,CPIQ.SE904402IPCP,2024.03,0.01,FINAL,Index point contribution quarterly,Class,Refuse disposal and recycling
473,CPIQ.SE904402PCCA,2024.03,0.2,FINAL,Percentage contribution annual,Class,Refuse disposal and recycling
474,CPIQ.SE904402PCCP,2024.03,0.1,FINAL,Percentage contribution quarterly,Class,Refuse disposal and recycling
475,CPIQ.SE904402PPCA,2024.03,0.01,FINAL,Percentage points contribution annual,Class,Refuse disposal and recycling
476,CPIQ.SE904402PPCP,2024.03,0.001,FINAL,Percentage points contribution quarterly,Class,Refuse disposal and recycling
477,CPIQ.SE904403,2024.03,1484.0,FINAL,Main CPI,Class,Local authority rates and payments
478,CPIQ.SE904403IPCA,2024.03,3.2,FINAL,Index point contribution annual,Class,Local authority rates and payments
479,CPIQ.SE904403IPCP,2024.03,0.0,FINAL,Index point contribution quarterly,Class,Local authority rates and payments
480,CPIQ.SE904403PCCA,2024.03,6.5,FINAL,Percentage contribution annual,Class,Local authority rates and payments
481,CPIQ.SE904403PCCP,2024.03,0.0,FINAL,Percentage contribution quarterly,Class,Local authority rates and payments
482,CPIQ.SE904403PPCA,2024.03,0.26,FINAL,Percentage points contribution annual,Class,Local authority rates and payments
483,CPIQ.SE904403PPCP,2024.03,0.0,FINAL,Percentage points contribution quarterly,Class,Local authority rates and payments
484,CPIQ.SE904404,2024.03,1106.0,FINAL,Main CPI,Class,Other property related services
485,CPIQ.SE904404IPCA,2024.03,-0.01,FINAL,Index point contribution annual,Class,Other property related services
486,CPIQ.SE904404IPCP,2024.03,0.0,FINAL,Index point contribution quarterly,Class,Other property related services
487,CPIQ.SE904404PCCA,2024.03,0.0,FINAL,Percentage contribution annual,Class,Other property related services
488,CPIQ.SE904404PCCP,2024.03,0.0,FINAL,Percentage contribution quarterly,Class,Other property related services
489,CPIQ.SE904404PPCA,2024.03,-0.001,FINAL,Percentage points contribution annual,Class,Other property related services
490,CPIQ.SE904404PPCP,2024.03,0.0,FINAL,Percentage points contribution quarterly,Class,Other property related services
491,CPIQ.SE9044IPCA,2024.03,3.71,FINAL,Index point contribution annual,Subgroup,Property rates and related services
492,CPIQ.SE9044IPCP,2024.03,0.01,FINAL,Index point contribution quarterly,Subgroup,Property rates and related services
493,CPIQ.SE9044PCCA,2024.03,7.5,FINAL,Percentage contribution annual,Subgroup,Property rates and related services
494,CPIQ.SE9044PCCP,2024.03,0.1,FINAL,Percentage contribution quarterly,Subgroup,Property rates and related services
495,CPIQ.SE9044PPCA,2024.03,0.302,FINAL,Percentage points contribution annual,Subgroup,Property rates and related services
496,CPIQ.SE9044PPCP,2024.03,0.001,FINAL,Percentage points contribution quarterly,Subgroup,Property rates and related services
497,CPIQ.SE9045,2024.03,1141.0,FINAL,Main CPI,Subgroup,Household energy
498,CPIQ.SE904501,2024.03,1119.0,FINAL,Main CPI,Class,Electricity
499,CPIQ.SE904501IPCA,2024.03,1.04,FINAL,Index point contribution annual,Class,Electricity
500,CPIQ.SE904501IPCP,2024.03,0.15,FINAL,Index point contribution quarterly,Class,Electricity
501,CPIQ.SE904501PCCA,2024.03,2.1,FINAL,Percentage contribution annual,Class,Electricity
502,CPIQ.SE904501PCCP,2024.03,1.9,FINAL,Percentage contribution quarterly,Class,Electricity
503,CPIQ.SE904501PPCA,2024.03,0.085,FINAL,Percentage points contribution annual,Class,Electricity
504,CPIQ.SE904501PPCP,2024.03,0.011,FINAL,Percentage points contribution quarterly,Class,Electricity
505,CPIQ.SE904502,2024.03,1296.0,FINAL,Main CPI,Class,Gas
506,CPIQ.SE904502IPCA,2024.03,0.36,FINAL,Index point contribution annual,Class,Gas
507,CPIQ.SE904502IPCP,2024.03,0.03,FINAL,Index point contribution quarterly,Class,Gas
508,CPIQ.SE904502PCCA,2024.03,0.7,FINAL,Percentage contribution annual,Class,Gas
509,CPIQ.SE904502PCCP,2024.03,0.3,FINAL,Percentage contribution quarterly,Class,Gas
510,CPIQ.SE904502PPCA,2024.03,0.03,FINAL,Percentage points contribution annual,Class,Gas
511,CPIQ.SE904502PPCP,2024.03,0.002,FINAL,Percentage points contribution quarterly,Class,Gas
512,CPIQ.SE904503,2024.03,1340.0,FINAL,Main CPI,Class,Solid fuels
513,CPIQ.SE904503IPCA,2024.03,0.1,FINAL,Index point contribution annual,Class,Solid fuels
514,CPIQ.SE904503IPCP,2024.03,0.0,FINAL,Index point contribution quarterly,Class,Solid fuels
515,CPIQ.SE904503PCCA,2024.03,0.2,FINAL,Percentage contribution annual,Class,Solid fuels
516,CPIQ.SE904503PCCP,2024.03,0.0,FINAL,Percentage contribution quarterly,Class,Solid fuels
517,CPIQ.SE904503PPCA,2024.03,0.009,FINAL,Percentage points contribution annual,Class,Solid fuels
518,CPIQ.SE904503PPCP,2024.03,0.0,FINAL,Percentage points contribution quarterly,Class,Solid fuels
519,CPIQ.SE9045IPCA,2024.03,1.51,FINAL,Index point contribution annual,Subgroup,Household energy
520,CPIQ.SE9045IPCP,2024.03,0.18,FINAL,Index point contribution quarterly,Subgroup,Household energy
521,CPIQ.SE9045PCCA,2024.03,3.1,FINAL,Percentage contribution annual,Subgroup,Household energy
522,CPIQ.SE9045PCCP,2024.03,2.2,FINAL,Percentage contribution quarterly,Subgroup,Household energy
523,CPIQ.SE9045PPCA,2024.03,0.123,FINAL,Percentage points contribution annual,Subgroup,Household energy
524,CPIQ.SE9045PPCP,2024.03,0.013,FINAL,Percentage points contribution quarterly,Subgroup,Household energy
525,CPIQ.SE904IPCA,2024.03,15.31,FINAL,Index point contribution annual,Group,Housing and household utilities
526,CPIQ.SE904IPCP,2024.03,2.62,FINAL,Index point contribution quarterly,Group,Housing and household utilities
527,CPIQ.SE904PCCA,2024.03,31.1,FINAL,Percentage contribution annual,Group,Housing and household utilities
528,CPIQ.SE904PCCP,2024.03,33.0,FINAL,Percentage contribution quarterly,Group,Housing and household utilities
529,CPIQ.SE904PPCA,2024.03,1.246,FINAL,Percentage points contribution annual,Group,Housing and household utilities
530,CPIQ.SE904PPCP,2024.03,0.198,FINAL,Percentage points contribution quarterly,Group,Housing and household utilities
531,CPIQ.SE905,2024.03,1164.0,FINAL,Main CPI,Group,Household contents and services
532,CPIQ.SE9051,2024.03,1134.0,FINAL,Main CPI,Subgroup,"Furniture, furnishings and floor coverings"
533,CPIQ.SE905101,2024.03,1121.0,FINAL,Main CPI,Class,Furniture and furnishings
534,CPIQ.SE905101IPCA,2024.03,-0.51,FINAL,Index point contribution annual,Class,Furniture and furnishings
535,CPIQ.SE905101IPCP,2024.03,-0.54,FINAL,Index point contribution quarterly,Class,Furniture and furnishings
536,CPIQ.SE905101PCCA,2024.03,-1.0,FINAL,Percentage contribution annual,Class,Furniture and furnishings
